62000.00000000	0.00244141	0.00257347
62150.00000000	0.00146484	0.00235862
62300.00000000	0.00195312	0.00252147
62450.00000000	0.00390625	0.00205877
62600.00000000	0.00683594	0.00252147
62750.00000000	0.00976562	0.00000000
62900.00000000	0.01416016	0.00154408
63050.00000000	0.01953125	0.00000000
63200.00000000	0.02441406	0.00230178
63350.00000000	0.02929687	0.00000000
63500.00000000	0.03369141	0.00154408
63650.00000000	0.03515625	0.00205877
63800.00000000	0.03662109	0.00257347
63950.00000000	0.03808594	0.00205877
64100.00000000	0.03662109	0.00257347
64250.00000000	0.03369141	0.00154408
64400.00000000	0.03027344	0.00205877
64550.00000000	0.02734375	0.00252147
64700.00000000	0.02343750	0.00205877
64850.00000000	0.02001953	0.00154408
65000.00000000	0.01611328	0.00235862
65150.00000000	0.01464844	0.00000000
65300.00000000	0.01464844	0.00000000
65450.00000000	0.01904297	0.00154408
65600.00000000	0.02197266	0.00257347
65750.00000000	0.02880859	0.00154408
65900.00000000	0.03515625	0.00205877
66050.00000000	0.04394531	0.00000000
66200.00000000	0.05371094	0.00000000
66350.00000000	0.06347656	0.00000000
66500.00000000	0.07324219	0.00000000
66650.00000000	0.08056641	0.00257347
66800.00000000	0.08691406	0.00205877
66950.00000000	0.08935547	0.00235862
67100.00000000	0.09130859	0.00235862
67250.00000000	0.08789062	0.00000000
67400.00000000	0.08740234	0.00154408
67550.00000000	0.08251953	0.00154408
67700.00000000	0.07763672	0.00154408
67850.00000000	0.07421875	0.00205877
68000.00000000	0.07275391	0.00154408
68150.00000000	0.07714844	0.00205877
68300.00000000	0.08691406	0.00205877
68450.00000000	0.10351562	0.00205877
68600.00000000	0.13085937	0.00205877
68750.00000000	0.16601562	0.00000000
68900.00000000	0.21435547	0.00154408
69050.00000000	0.27197266	0.00235862
69200.00000000	0.34179687	0.00000000
69350.00000000	0.42480469	0.00000000
69500.00000000	0.51757812	0.00000000
69650.00000000	0.61865234	0.00235862
69800.00000000	0.72265625	0.00000000
69950.00000000	0.82519531	0.00000000
70100.00000000	0.92773437	0.00000000
70250.00000000	1.02246094	0.00252147
70400.00000000	1.11035156	0.00341409
70550.00000000	1.18945312	0.00252147
70700.00000000	1.25976562	0.00000000
70850.00000000	1.29882812	0.00000000
71000.00000000	1.31835937	0.00000000
71150.00000000	1.32128906	0.00252147
71300.00000000	1.31347656	0.00000000
71450.00000000	1.29345703	0.00154408
71600.00000000	1.25976562	0.00000000
71750.00000000	1.18847656	0.00252147
71900.00000000	1.11181641	0.00235862
72050.00000000	1.02050781	0.00000000
72200.00000000	0.92480469	0.00252147
72350.00000000	0.82373047	0.00235862
72500.00000000	0.71728516	0.00154408
72650.00000000	0.61132812	0.00205877
72800.00000000	0.50976562	0.00252147
72950.00000000	0.41992187	0.00000000
73100.00000000	0.33740234	0.00154408
73250.00000000	0.26855469	0.00000000
73400.00000000	0.20996094	0.00000000
73550.00000000	0.16210937	0.00205877
73700.00000000	0.12841797	0.00235862
73850.00000000	0.10107422	0.00235862
74000.00000000	0.08349609	0.00154408
74150.00000000	0.07373047	0.00154408
74300.00000000	0.07080078	0.00257347
74450.00000000	0.07128906	0.00252147
74600.00000000	0.07421875	0.00205877
74750.00000000	0.07910156	0.00205877
74900.00000000	0.08447266	0.00235862
75050.00000000	0.08789062	0.00000000
75200.00000000	0.08984375	0.00252147
75350.00000000	0.08886719	0.00205877
75500.00000000	0.08300781	0.00000000
75650.00000000	0.07812500	0.00000000
75800.00000000	0.07177734	0.00235862
75950.00000000	0.06347656	0.00000000
76100.00000000	0.05371094	0.00000000
76250.00000000	0.04443359	0.00154408
76400.00000000	0.03710937	0.00252147
76550.00000000	0.02929687	0.00000000
76700.00000000	0.02441406	0.00000000
76850.00000000	0.02001953	0.00154408
77000.00000000	0.01904297	0.00154408
77150.00000000	0.01904297	0.00154408
77300.00000000	0.01904297	0.00154408
77450.00000000	0.02294922	0.00235862
77600.00000000	0.02539062	0.00205877
77750.00000000	0.02978516	0.00154408
77900.00000000	0.03320312	0.00205877
78050.00000000	0.03857422	0.00154408
78200.00000000	0.03906250	0.00000000
78350.00000000	0.03955078	0.00154408
78500.00000000	0.04052734	0.00235862
78650.00000000	0.03857422	0.00154408
78800.00000000	0.03613281	0.00252147
78950.00000000	0.03125000	0.00252147
79100.00000000	0.02783203	0.00235862
79250.00000000	0.02148437	0.00252147
79400.00000000	0.01757812	0.00252147
79550.00000000	0.01074219	0.00205877
79700.00000000	0.00878906	0.00205877
79850.00000000	0.00488281	0.00000000
80000.00000000	0.00146484	0.00235862
