65000.00000000	0.00976562	0.00000000
65075.00000000	0.00846354	0.00223505
65150.00000000	0.00553385	0.00171809
65225.00000000	0.00390625	0.00202168
65300.00000000	0.00000000	0.00000000
65375.00000000	0.00000000	0.00000000
65450.00000000	0.00000000	0.00000000
65525.00000000	0.00000000	0.00000000
65600.00000000	0.00000000	0.00000000
65675.00000000	0.00000000	0.00000000
65750.00000000	0.00000000	0.00000000
65825.00000000	0.00000000	0.00000000
65900.00000000	0.00000000	0.00000000
65975.00000000	0.00000000	0.00000000
66050.00000000	0.00000000	0.00000000
66125.00000000	0.00000000	0.00000000
66200.00000000	0.00000000	0.00000000
66275.00000000	0.00000000	0.00000000
66350.00000000	0.00000000	0.00000000
66425.00000000	0.00000000	0.00000000
66500.00000000	0.00000000	0.00000000
66575.00000000	0.00000000	0.00000000
66650.00000000	0.00195312	0.00247604
66725.00000000	0.00292969	0.00247604
66800.00000000	0.00227865	0.00252147
66875.00000000	0.00000000	0.00000000
66950.00000000	0.00000000	0.00000000
67025.00000000	0.00000000	0.00000000
67100.00000000	0.00000000	0.00000000
67175.00000000	0.00000000	0.00000000
67250.00000000	0.00000000	0.00000000
67325.00000000	0.00000000	0.00000000
67400.00000000	0.00097656	0.00202168
67475.00000000	0.00520833	0.00126074
67550.00000000	0.01464844	0.00000000
67625.00000000	0.02180990	0.00252147
67700.00000000	0.02897135	0.00126074
67775.00000000	0.03808594	0.00202168
67850.00000000	0.04003906	0.00202168
67925.00000000	0.04394531	0.00000000
68000.00000000	0.04394531	0.00000000
68075.00000000	0.03971354	0.00171809
68150.00000000	0.03743490	0.00238257
68225.00000000	0.03027344	0.00202168
68300.00000000	0.02441406	0.00000000
68375.00000000	0.01562500	0.00202168
68450.00000000	0.01041667	0.00171809
68525.00000000	0.00520833	0.00126074
68600.00000000	0.00130208	0.00223505
68675.00000000	0.00000000	0.00000000
68750.00000000	0.00000000	0.00000000
68825.00000000	0.00000000	0.00000000
68900.00000000	0.00000000	0.00000000
68975.00000000	0.00000000	0.00000000
69050.00000000	0.00000000	0.00000000
69125.00000000	0.00488281	0.00000000
69200.00000000	0.01464844	0.00000000
69275.00000000	0.02929687	0.00000000
69350.00000000	0.04915365	0.00126074
69425.00000000	0.07649740	0.00238257
69500.00000000	0.10872396	0.00223505
69575.00000000	0.14615885	0.00126074
69650.00000000	0.18229167	0.00238257
69725.00000000	0.21972656	0.00000000
69800.00000000	0.24869792	0.00126074
69875.00000000	0.26725260	0.00223505
69950.00000000	0.27278646	0.00252147
70025.00000000	0.26269531	0.00202168
70100.00000000	0.23697917	0.00252147
70175.00000000	0.20149740	0.00223505
70250.00000000	0.15625000	0.00000000
70325.00000000	0.10839844	0.00202168
70400.00000000	0.06770833	0.00171809
70475.00000000	0.03808594	0.00202168
70550.00000000	0.02897135	0.00126074
70625.00000000	0.04394531	0.00000000
70700.00000000	0.08919271	0.00223505
70775.00000000	0.16959635	0.00223505
70850.00000000	0.28059896	0.00252147
70925.00000000	0.42317708	0.00238257
71000.00000000	0.58365885	0.00252147
71075.00000000	0.75195312	0.00000000
71150.00000000	0.91048177	0.00252147
71225.00000000	1.04459635	0.00126074
71300.00000000	1.13769531	0.00000000
71375.00000000	1.19596354	0.00126074
71450.00000000	1.20442708	0.00238257
71525.00000000	1.16634115	0.00171809
71600.00000000	1.08561198	0.00238257
71675.00000000	0.97167969	0.00000000
71750.00000000	0.82975260	0.00126074
71825.00000000	0.67773437	0.00202168
71900.00000000	0.51888021	0.00223505
71975.00000000	0.37565104	0.00126074
72050.00000000	0.24902344	0.00000000
72125.00000000	0.15169271	0.00126074
72200.00000000	0.08561198	0.00252147
72275.00000000	0.05371094	0.00000000
72350.00000000	0.05371094	0.00000000
72425.00000000	0.07486979	0.00238257
72500.00000000	0.11393229	0.00238257
72575.00000000	0.16536458	0.00171809
72650.00000000	0.21516927	0.00126074
72725.00000000	0.26041667	0.00238257
72800.00000000	0.29296875	0.00000000
72875.00000000	0.30859375	0.00202168
72950.00000000	0.30826823	0.00171809
73025.00000000	0.29361979	0.00171809
